object_name,filename,object_type,redshift,matched_source,avg_score,ref_count,papers_used,literature_summary,why_notable,likely_visual_reason
COSMOS 785761,4000924444478,G,,SIMBAD,43.0,11,2022ApJ...925...34C;2020MNRAS.499.3399R;2016ApJ...832...90W;2014MNRAS.443.2679B;2013ApJS..206....8M;2012ApJ...753..121K;2012ApJ...753..121K;2012ApJ...753..121K,"COSMOS 785761 is a galaxy identified within the COSMOS field, a region extensively studied for galaxy evolution, structural properties, and environmental effects. It appears in large-scale catalogs derived from Hubble Space Telescope imaging, such as the COSMOS-DASH survey, which provides structural parameters for thousands of galaxies. While the provided literature discusses the COSMOS field broadly—including studies on tidal tails, galaxy groups, and photometric catalogs—there is no specific information or unique scientific analysis dedicated to the individual object COSMOS 785761.",There is no specific scientific literature available that identifies COSMOS 785761 as a notable or unusual object; it is likely a standard entry in a large-scale survey catalog.,The literature provides no information regarding the specific visual appearance of this object.
COSMOS2015 800083,4001162941538,G,,SIMBAD,43.0,11,2022ApJS..258...11W;2022ApJ...925...34C;2022ApJS..258...11W;2022ApJ...925...34C;2022ApJS..258...11W;2022ApJ...925...34C;2013ApJS..206....8M;2013A&A...556A..55I,"COSMOS2015 800083 is an entry in the COSMOS2015 catalog, a large-scale photometric survey of the COSMOS field. The literature provided discusses the COSMOS2015 and COSMOS2020 catalogs as comprehensive resources for multi-wavelength photometry and photometric redshifts, rather than providing specific physical details about this individual object. It is one of millions of sources identified in these surveys to study galaxy evolution, stellar mass functions, and structural properties across cosmic time.",This object is not individually notable in the provided literature; it is a standard data point within a large-scale statistical survey catalog used for studying galaxy populations.,"The literature provides no specific information regarding the visual appearance of this object, so it is impossible to speculate on why an image-scoring model would find it notable."
[BMM2014] 837185,4001243858009,G,,SIMBAD,43.0,8,2022ApJ...925...34C;2018ApJS..234...21D;2014MNRAS.443.2679B;2013ApJS..206....8M;2009ApJ...697.1842K;2009ApJS..184..218L;2007ApJS..172...70L;2006ApJ...644..100P,"The object [BMM2014] 837185 is a galaxy identified within the COSMOS field, a region extensively studied by numerous large-scale astronomical surveys such as COSMOS-DASH, zCOSMOS, and the UltraVISTA K_s-selected catalog. These surveys focus on characterizing galaxy structural properties, stellar populations, and environmental evolution across cosmic time. The literature provided describes the broader survey context in which this object is cataloged, rather than providing specific individual analysis for this particular galaxy.","This object is notable primarily as a data point within the high-precision COSMOS field catalogs, which are used to study galaxy evolution, size-mass relations, and environmental impacts on galaxy morphology out to high redshifts.","The literature does not provide specific details regarding the visual appearance of this individual object; therefore, it is not possible to speculate on what specific morphological feature caught the attention of the image-scoring model."
CXO J191431.2-211905,4000842350849,X,,SIMBAD,43.0,3,2024NatAs...8..368P;2024A&A...685A.168P;2023A&A...669A..87D,"CXO J191431.2-211905 is identified in the literature as a luminous infrared galaxy (LIRG) and a candidate for hosting a compact obscured nucleus (CON). It has been studied in the context of galaxy evolution, particularly regarding the extreme phases of star formation and supermassive black hole growth that are heavily obscured by gas and dust. Research involving this object focuses on its chemical abundance patterns, such as depressed metallicities resulting from the infall of metal-poor gas during late-stage galaxy mergers.","It is scientifically notable as a laboratory for studying the rapid, dust-enshrouded phases of galaxy evolution where chemical equilibrium is disrupted by mergers and gas accretion.","The object's appearance in Hubble imagery likely caught attention due to signs of a complex, disturbed morphology characteristic of a late-stage galaxy merger, or a highly compact, bright, and potentially dust-reddened central region."
EGSIRAC J142144.60+531022.0,4001224269831,G,,SIMBAD,43.0,2,2013ApJS..204...21M;2011ApJS..193...30B,"EGSIRAC J142144.60+531022.0 is identified as a source within the Extended Groth Strip, specifically appearing in catalogs of IRAC-selected galaxies. It is part of large-scale photometric surveys designed to provide multi-wavelength data, including UV-to-FIR spectral energy distribution analysis, to estimate properties like stellar mass and star formation rates. The literature treats this object primarily as a data point within a large statistical sample rather than as an individual subject of study.","There is no specific information in the provided literature that makes this object scientifically notable or unusual; it is simply one of nearly 80,000 sources included in a large-scale photometric survey.","The provided literature gives no clue to the object's visual appearance, as it is only discussed in the context of large-scale statistical catalogs."
COSMOS2015 971329,4000744715315,G,,SIMBAD,43.0,9,2022ApJS..258...11W;2022ApJ...925...34C;2022ApJS..258...11W;2022ApJ...925...34C;2013ApJS..206....8M;2013A&A...556A..55I;2013ApJS..206....8M;2013A&A...556A..55I,"COSMOS2015 971329 is a galaxy cataloged within the Cosmic Evolution Survey (COSMOS) field. The provided literature does not contain specific, individual analysis of this object, but rather describes the large-scale photometric and morphological surveys (such as COSMOS2020 and COSMOS-DASH) in which this object is included as a data point. These surveys are used to study galaxy evolution, stellar mass functions, and structural properties across cosmic time.",This object is not individually notable in the provided literature; it is one of hundreds of thousands of galaxies included in large-scale statistical surveys of the COSMOS field.,The literature provides no specific information regarding the visual appearance of this object; its inclusion in the dataset is likely due to its presence in the general COSMOS survey catalogs rather than any unique morphological feature.
COSMOS2015 983337,4000858402066,G,,SIMBAD,43.0,8,2022ApJS..258...11W;2022ApJ...925...34C;2019ApJ...880..142S;2013ApJS..206....8M;2013A&A...556A..55I;2012ApJ...753..121K;2010ApJ...709..572K;2010ApJ...721...98K,"COSMOS2015 983337 is a galaxy cataloged within the Cosmic Evolution Survey (COSMOS) field. The provided literature consists of broad survey papers describing the COSMOS field's multi-wavelength datasets, photometric redshift catalogs, and structural property measurements. There is no specific scientific literature or individual study dedicated to this specific object; it is simply one of the millions of sources included in these large-scale extragalactic catalogs.","This object is not individually notable in the scientific literature. It is a standard entry in large-scale photometric catalogs used for statistical studies of galaxy evolution, mass assembly, and structural properties across cosmic time.","The literature provides no specific information regarding the visual appearance of this object. Any interest from an image-scoring model is likely due to its presence in high-resolution Hubble imaging of the COSMOS field, which captures a wide variety of galaxy morphologies, but there is no evidence this specific object possesses unique features like jets or tidal tails."
COSMOS 1502926,4000901180486,G,,SIMBAD,43.0,2,2022ApJ...925...34C;2013ApJS..206....8M,"COSMOS 1502926 is identified as a galaxy within the COSMOS field, appearing in large-scale structural and photometric catalogs such as COSMOS-DASH and the UltraVISTA K_s-selected survey. These studies utilize the object as part of broader statistical samples to analyze galaxy morphology, stellar mass, and photometric redshift distributions. There is no specific literature detailing individual physical characteristics or unique properties for this specific object beyond its inclusion in these general survey datasets.",This object is not individually notable in the provided literature; it is significant only as a data point within large-scale surveys used to study galaxy evolution and structural scaling relations.,"The literature provides no specific information regarding the visual appearance of this object, so it is impossible to speculate on why an image-scoring model would find it notable."
DEEP2-GRS 12011817,4000742686853,G,,SIMBAD,43.0,4,2013ApJS..204...21M;2012ApJS..202....6G;2011ApJS..193...30B;2011ApJS..193...30B,"DEEP2-GRS 12011817 is an entry within the DEEP2 Galaxy Redshift Survey catalog, which is a large-scale survey designed to study galaxy evolution and large-scale structure. The literature provided discusses the object primarily as a data point within broader statistical samples, such as those used for photometric redshift calibration, X-ray source identification, or spectral energy distribution analysis in the Extended Groth Strip. There is no specific, individual study dedicated to the unique physical properties of this specific galaxy.",This object is not individually notable in the literature; it is significant only as a constituent member of large-scale survey catalogs used for statistical studies of galaxy populations.,"The literature provides no information regarding the specific visual morphology of this object, so it is impossible to speculate on why it might have caught an image-scoring model's attention."
COSMOS2015 763002,4001214850722,G,,SIMBAD,43.0,11,2022ApJS..258...11W;2022ApJ...925...34C;2022ApJS..258...11W;2022ApJ...925...34C;2013ApJS..206....8M;2013A&A...556A..55I;2013ApJS..206....8M;2013A&A...556A..55I,"COSMOS2015 763002 is a catalog entry within the Cosmic Evolution Survey (COSMOS) field, which is a large-scale extragalactic survey designed to study galaxy evolution across cosmic time. The provided literature describes the broader survey catalogs (COSMOS2015, COSMOS2020, and COSMOS-DASH) that contain this object, focusing on multi-wavelength photometry, photometric redshift estimation, and structural parameter measurements. There is no specific scientific literature discussing the individual properties of this specific object, as it is one of millions of sources included in these large-scale statistical surveys.",This object is not individually notable in the provided literature; it is a standard data point within large-scale photometric catalogs used for statistical studies of galaxy populations.,"The literature provides no information regarding the specific visual appearance of this object, as it is only mentioned as a catalog entry."
COSMOS2015 978647,4000830667435,G,,SIMBAD,43.0,3,2022ApJ...925...34C;2013ApJS..206....8M;2013A&A...556A..55I,"COSMOS2015 978647 is a galaxy identified within the large-scale COSMOS field surveys, such as COSMOS-DASH and UltraVISTA. These surveys focus on characterizing the structural properties, stellar masses, and star formation histories of large populations of galaxies out to high redshifts. The literature regarding this specific object is limited to its inclusion in these broad statistical catalogs, which utilize multi-wavelength photometry and morphological modeling to study galaxy evolution.",This object is not individually notable in the provided literature; it is one of tens of thousands of galaxies included in large-scale statistical surveys designed to study general trends in galaxy mass assembly and structural evolution.,The literature provides no specific information regarding the visual appearance of this object; its inclusion in the dataset is likely due to its presence in the COSMOS field rather than any unique morphological feature.
[OMS2023] 4001451104346,4000814558594,G,,NED,43.0,1,2023ApJ...948...40O,"This object is identified as part of a large-scale catalog of 21,926 interacting galaxy systems assembled from the Hubble Space Telescope science archives. It was identified using the Zoobot convolutional neural network, which analyzed Hubble Source Catalog data to find potential galaxy mergers. The literature provides no specific details about this individual object beyond its inclusion in this broad, automated survey of interacting systems.","It is notable primarily as a candidate interacting galaxy system identified through automated machine learning analysis of the Hubble archive, rather than through traditional targeted observation.","The object likely caught the model's attention due to morphological features characteristic of galaxy interactions, such as tidal tails, distorted shapes, or multiple nuclei, which the Zoobot algorithm is trained to detect."
[OMS2023] 6000343967311,4001430439930,G,,NED,43.0,1,2023ApJ...948...40O,"The object [OMS2023] 6000343967311 is identified as an interacting galaxy system within a large-scale catalog of 21,926 such systems derived from the Hubble Space Telescope archives. It was detected using the Zoobot convolutional neural network, which analyzed HST F814W images to identify potential mergers and interacting galaxies. The literature provides no specific individual properties for this object beyond its classification as part of this automated survey.","It is notable primarily as a candidate interacting galaxy system identified through automated machine learning analysis of the Hubble archive, contributing to a significantly larger sample size for studying galaxy evolution than previously available.","The object likely caught the model's attention due to morphological features characteristic of galaxy interactions, such as tidal tails, distorted shapes, or multiple nuclei, which the Zoobot neural network is trained to recognize."
HLS J071739.0+374356,4000757500691,G,1.03,NED,43.0,3,2023ApJ...948...40O;2017ApJ...848...37C;2016MNRAS.459.1626R,"HLS J071739.0+374356 is identified in the literature as a galaxy associated with the Herschel Lensing Survey (HLS) and the broader context of the HST Frontier Fields (HFF) and CLASH cluster studies. It has been studied as part of efforts to characterize dust-obscured star formation in massive lensing clusters, where gravitational magnification allows for the observation of background sources that would otherwise be too faint. The object is also included in large-scale archival catalogs of interacting galaxies identified via automated machine learning techniques.","The object is scientifically notable primarily for its location within a massive lensing cluster field, which facilitates the study of high-redshift, dust-obscured star formation that is otherwise inaccessible to Herschel without gravitational magnification.","The object's appearance likely caught the model's attention due to its classification as an interacting galaxy or its presence within a crowded, high-magnification cluster field, which often results in distorted morphologies, tidal features, or multiple images characteristic of gravitational lensing."
[OMS2023] 4000759443044,4000759442954,G,,NED,43.0,1,2023ApJ...948...40O,"This object is identified as part of a large-scale catalog of 21,926 interacting galaxy systems compiled from the Hubble Space Telescope archives using the Zoobot convolutional neural network. It was selected as a candidate for interaction based on automated visual analysis of HST F814W images. The literature does not provide specific individual details for this object beyond its inclusion in this broader archival study of galaxy mergers.","It is notable primarily for being identified as a potential interacting galaxy system by an automated machine learning pipeline, contributing to a significantly expanded sample of such objects.","The object likely caught the model's attention due to morphological features characteristic of galaxy interactions, such as tidal tails, distorted shapes, or multiple nuclei, which the Zoobot algorithm is trained to detect."
SDSS J173951.95+690718.6,4001163886850,G,,NED,43.0,1,2023ApJ...948...40O,"SDSS J173951.95+690718.6 is identified as an interacting galaxy system within a large-scale catalog derived from the Hubble Space Telescope archives. It was selected using the Zoobot convolutional neural network, which analyzed HST F814W images to identify potential galaxy mergers and interactions. The object is part of a broader study aimed at expanding the sample size of interacting galaxies to better understand their role in galaxy formation and evolution.","It is notable primarily as a candidate for a galaxy interaction or merger, identified through automated machine learning analysis of archival Hubble data.","The object likely caught the model's attention due to morphological features indicative of an interaction, such as tidal tails, distorted galactic disks, or multiple nuclei, which are characteristic of the systems targeted by the Zoobot algorithm."
COSMOS2015 548322,4001097742695,AGN,,SIMBAD,42.666666666666664,14,2022ApJS..258...11W;2022ApJ...925...34C;2022ApJS..258...11W;2022ApJ...925...34C;2018ApJS..234...21D;2018A&A...620A.186P;2013ApJS..206....8M;2013A&A...556A..55I,"The provided literature describes the broader COSMOS field surveys, such as COSMOS2020, COSMOS-DASH, and UltraVISTA, which catalog millions of extragalactic sources, including AGN. However, these abstracts do not contain specific information or individual studies regarding the object 'COSMOS2015 548322'.",The provided literature does not contain information on why this specific object is notable.,The literature gives no clue to the visual appearance of this specific object.
DEEP2-GRS 13003433,4001054465806,G,,SIMBAD,42.666666666666664,4,2013ApJS..204...21M;2012ApJS..202....6G;2011ApJS..193...30B;2007MNRAS.382..109T,"DEEP2-GRS 13003433 is a galaxy identified within the DEEP2 Galaxy Redshift Survey, a large-scale project designed to map the distribution of galaxies and their evolution over cosmic time. The literature mentioning this object focuses on the broader survey catalogs, which integrate multi-wavelength data including X-ray, optical, and infrared observations to study galaxy properties such as stellar mass, star formation rates, and photometric redshifts. There is no specific, individual study dedicated to the unique physical characteristics of this specific object in the provided abstracts.","This object is notable primarily as a data point within the large-scale DEEP2 survey, which has been instrumental in characterizing the evolution of massive galaxies and the X-ray point-source population in the distant universe.",The literature provides no specific information regarding the visual appearance of this object; its inclusion in the dataset is likely due to its role as a representative galaxy within the broader DEEP2 survey fields.
COSMOS2015 697472,4001414310874,G,,SIMBAD,42.666666666666664,8,2022ApJ...925...34C;2018ApJS..234...21D;2014MNRAS.443.2679B;2014AJ....148..137L;2013ApJS..206....8M;2012ApJ...753..121K;2009ApJS..184..218L;2007ApJS..172...70L,"COSMOS2015 697472 is a galaxy identified within the COSMOS field, a region extensively studied by large-scale surveys such as COSMOS-DASH, zCOSMOS, and the UltraVISTA K-band survey. These surveys characterize the structural, kinematic, and stellar population properties of galaxies in this field to understand galaxy evolution, environmental effects, and merger rates across cosmic time. While this specific object is cataloged within these datasets, the provided literature does not contain a unique scientific study or specific physical description for this individual galaxy.","This object is notable primarily as a data point within the COSMOS field, which serves as a critical laboratory for studying galaxy formation and evolution from the local universe out to high redshifts.","The literature provides no specific information regarding the visual appearance of this object; therefore, any speculation on why it caught an image-scoring model's attention would be unfounded."
WISEA J173942.57+690155.9,4001227961233,G,,NED,42.666666666666664,2,2023ApJ...948...40O;2011MNRAS.417.1891A,"WISEA J173942.57+690155.9 is identified as an interacting galaxy system within a large-scale catalog derived from Hubble Space Telescope archival data. The object was classified as an interacting system using the Zoobot convolutional neural network, which scanned millions of sources to identify morphological signatures of galaxy mergers. It is part of a significant sample of interacting galaxies, the majority of which lacked prior documentation in major astronomical databases like NED or Simbad.","The object is notable primarily for its inclusion in a large, machine-learning-generated catalog of interacting galaxies, highlighting its potential as a subject for studying galaxy evolution and merger processes.","The object's high interest score is likely due to clear morphological evidence of interaction, such as tidal tails, distorted galactic disks, or multiple nuclei, which the Zoobot neural network was specifically trained to detect in Hubble imagery."
[BPG2011] irac124428 1,4000751673989,G,,SIMBAD,42.333333333333336,4,2016ApJS..225...27M;2014ApJS..214...24S;2013ApJS..204...21M;2011ApJS..193...30B,"[BPG2011] irac124428 1 is a galaxy identified in the Barmby et al. (2011) catalog of IRAC-selected sources in the Extended Groth Strip. The literature does not discuss this object as an individual entity with unique physical properties, but rather includes it as one of nearly 80,000 galaxies in a large-scale photometric survey. This survey was designed to provide statistical estimates of stellar masses, star formation rates, and photometric redshifts for galaxy evolution studies.",This object is not individually notable in the scientific literature; it serves as a data point within a large-scale survey of infrared-selected galaxies.,The literature provides no specific information regarding the visual appearance of this object. It is likely that the image-scoring model flagged it simply because it is a galaxy present in high-quality Hubble/CANDELS/3D-HST imaging data.
COSMOS2015 514944,4000816030171,G,,SIMBAD,42.333333333333336,6,2022ApJS..258...11W;2022ApJ...925...34C;2018ApJ...858...77H;2013ApJS..206....8M;2013A&A...556A..55I;2007ApJS..172...70L,"COSMOS2015 514944 is an object identified within the COSMOS field, a well-studied region of the sky used for extragalactic surveys. The provided literature describes the general COSMOS catalogs and surveys (such as COSMOS2015, COSMOS2020, and COSMOS-DASH) that catalog millions of sources, including this object, to study galaxy evolution, stellar mass assembly, and large-scale structure. There is no specific scientific literature discussing the individual properties or characteristics of this specific object.",This object is not individually notable in the provided literature; it is simply one of the many millions of sources cataloged within the COSMOS field surveys.,"The literature provides no information regarding the specific visual appearance of this object, so it is impossible to speculate on why it caught the model's attention."
[OMS2023] 4000814558759,4000814558751,G,,NED,42.333333333333336,1,2023ApJ...948...40O,"The object [OMS2023] 4000814558759 is identified as an entry in a large-scale catalog of 21,926 interacting galaxy systems derived from the Hubble Space Telescope archives. This catalog was constructed using the Zoobot convolutional neural network to analyze HST F814W images and identify potential galaxy interactions. The object is part of a dataset where the majority of entries lacked prior references in databases like NED or Simbad.","It is notable primarily for being identified by an automated machine learning pipeline as a candidate interacting galaxy system within a massive archival survey, rather than through traditional targeted observation.","The object was likely flagged by the Zoobot model due to morphological features characteristic of galaxy interactions, such as tidal tails, distorted shapes, or signs of merging, which are the primary criteria for inclusion in the OMS2023 catalog."
WISEA J221805.04+002552.0,4001068369148,G,,NED,42.333333333333336,1,2023ApJ...948...40O,"WISEA J221805.04+002552.0 is identified as an interacting galaxy system within a large-scale catalog derived from the Hubble Space Telescope archives. It was selected using the Zoobot convolutional neural network, which analyzed HST F814W images to identify potential mergers and interacting systems. The object is part of a broader study aimed at expanding the sample size of interacting galaxies to better understand galaxy formation and evolution.","It is notable primarily for being identified as a candidate interacting galaxy system by an automated machine learning pipeline, contributing to a significantly larger dataset of such objects than previously available.","The object likely exhibits morphological distortions, such as tidal tails, bridges, or asymmetric features, characteristic of interacting galaxies that would trigger a high interaction probability score from the Zoobot model."
VVDS 220003073,4001068368967,G,,SIMBAD,42.0,3,2018A&A...611A..53J;2013A&A...559A..14L;2009A&A...495...53L,"VVDS 220003073 is a galaxy identified within the VIMOS VLT Deep Survey (VVDS), a large-scale spectroscopic survey designed to study galaxy evolution and properties across cosmic time. The literature mentioning this object focuses on the survey's methodology, specifically regarding the automated reliability assessment of spectroscopic redshifts and the broader analysis of galaxy properties like the mass-metallicity relation. There is no specific scientific literature detailing the individual physical characteristics or unique properties of this specific galaxy.",This object is not individually notable in the literature; it serves as a data point within the larger VVDS sample used to calibrate redshift measurement pipelines and study galaxy evolution statistics.,"The literature provides no information regarding the visual appearance of this object, so it is impossible to speculate on why it might have caught an image-scoring model's attention."
COSMOS2015 406799,4001005063352,G,,SIMBAD,42.0,8,2022ApJS..258...11W;2022ApJ...925...34C;2022ApJS..258...11W;2022ApJ...925...34C;2013ApJS..206....8M;2013A&A...556A..55I;2013ApJS..206....8M;2013A&A...556A..55I,"COSMOS2015 406799 is a galaxy identified within the COSMOS field, a major extragalactic survey area. The literature provided does not contain specific, individual analysis of this object, but rather describes it as part of large-scale photometric and morphological catalogs (such as COSMOS2015, COSMOS2020, and COSMOS-DASH). These catalogs are used to study galaxy evolution, stellar mass functions, and structural properties across cosmic time.",This object is not individually notable in the provided literature; it is one of hundreds of thousands of sources included in large-scale statistical surveys of the COSMOS field.,The literature provides no specific information regarding the visual appearance of this object.
COSMOS2015 225544,4000859551195,G,,SIMBAD,42.0,6,2022ApJS..258...11W;2022ApJ...925...34C;2014AJ....148..137L;2013A&A...556A..55I;2013ApJS..206....8M;2013A&A...556A..55I,"COSMOS2015 225544 is an entry within the COSMOS galaxy catalogs, which are large-scale surveys designed to study galaxy evolution, stellar mass assembly, and morphological properties across cosmic time. The literature provided describes the broader COSMOS field surveys, which utilize multi-wavelength data to compute photometric redshifts, stellar masses, and structural parameters for millions of sources. This specific object is a data point within these extensive catalogs rather than the subject of an individual, dedicated study.",This object is not individually notable in the provided literature; it is one of many thousands of galaxies included in the COSMOS survey catalogs to facilitate statistical studies of galaxy populations.,"The provided literature does not contain specific information regarding the visual appearance of this object, so it is not possible to speculate on why it might have caught the attention of an image-scoring model."
[MMS2013] 167655,4000778985207,G,,SIMBAD,42.0,3,2022ApJ...925...34C;2020MNRAS.499.3399R;2016ApJ...832...90W,"[MMS2013] 167655 is identified as a galaxy within the COSMOS field, appearing in catalogs focused on structural properties and morphological classification. It is specifically included in studies analyzing merging galaxies and the formation of long tidal tails in the COSMOS survey. These studies utilize Hubble Space Telescope imaging to characterize the structural evolution and merger history of galaxies out to z = 1.","The object is notable for being part of a sample of merging galaxies exhibiting long tidal tails, which are used to trace the assembly history of massive galaxies and investigate the production of tidal dwarf galaxies.","The object's high interest score is likely due to the presence of prominent, extended tidal tails or significant morphological asymmetry characteristic of a galaxy merger, which are key features identified in the literature for this sample."
COSMOS2015 927553,4001077390925,G,,SIMBAD,42.0,7,2022ApJS..258...11W;2022ApJ...925...34C;2018ApJS..234...21D;2014AJ....148..137L;2013ApJS..206....8M;2013A&A...556A..55I;2012ApJ...753..121K,"COSMOS2015 927553 is an entry within the COSMOS field galaxy catalogs. The provided literature consists of broad survey papers describing the COSMOS field, including photometric redshift catalogs, morphological studies, and group identification efforts. There is no specific scientific literature discussing this individual object's unique properties or characteristics.",This object is not individually notable in the provided literature; it is simply one of the millions of sources cataloged within the COSMOS survey field.,"The literature provides no specific information regarding the visual appearance of this object, so it is impossible to speculate on why it might have caught an image-scoring model's attention."
EGSIRAC J141726.30+522328.6,4000740341306,G,,SIMBAD,42.0,2,2013ApJS..204...21M;2011ApJS..193...30B,"EGSIRAC J141726.30+522328.6 is identified as a source within the Extended Groth Strip, appearing in large-scale photometric catalogs designed for studying galaxy properties such as stellar mass, star formation rates, and photometric redshifts. The literature identifies it as part of a large sample of IRAC-selected galaxies used to test and refine photometric redshift algorithms and spectral energy distribution (SED) analysis techniques. There is no specific, individual study dedicated to the unique physical characteristics of this specific object.",This object is not individually notable in the literature; it is significant primarily as a data point within large-scale statistical surveys of the Extended Groth Strip used to calibrate galaxy evolution models.,"The provided literature does not describe the specific visual morphology of this object, so it is unclear what visual feature might have caught an image-scoring model's attention."
COSMOS2015 631811,4001064386770,G,,SIMBAD,42.0,16,2022ApJS..258...11W;2022ApJ...925...34C;2022ApJS..258...11W;2022ApJ...925...34C;2022ApJS..258...11W;2022ApJ...925...34C;2013ApJS..206....8M;2013A&A...556A..55I,"COSMOS2015 631811 is an entry in the COSMOS2015 catalog, which is a comprehensive multi-wavelength photometric catalog of the COSMOS field. The literature provided does not contain specific, individual analysis of this object, but rather describes the broader surveys (COSMOS2015, COSMOS2020, and COSMOS-DASH) that catalog millions of such sources to study galaxy evolution, stellar mass functions, and morphological properties across cosmic time.",This object is not individually notable in the provided literature; it is one of many thousands of galaxies included in large-scale statistical surveys designed to map the evolution of the universe.,"The provided literature does not contain information regarding the specific visual appearance of this object, so it is not possible to speculate on why it might have caught an image-scoring model's attention."
COSMOS2015 290965,4000870277054,AGN,,SIMBAD,42.0,4,2022ApJS..258...11W;2022ApJS..258...11W;2012MNRAS.427.3103B;2007ApJS..172...70L,"COSMOS2015 290965 is identified as an Active Galactic Nucleus (AGN) within the COSMOS field. The available literature does not provide specific details on this individual object, as the provided papers focus on the broader COSMOS survey catalogs (COSMOS2015, COSMOS2020) and general studies of AGN host galaxy properties within the field. Consequently, there is no specific information regarding its individual physical characteristics, redshift, or unique behavior.","This object is notable primarily as a cataloged entry within the extensive COSMOS survey, which is a cornerstone for studying galaxy evolution and AGN populations. Beyond its classification as an AGN, the literature provides no specific evidence of unique or anomalous scientific properties for this particular source.","The literature provides no information regarding the specific visual appearance of this object, so any speculation on why it caught an image-scoring model's attention would be unfounded."
DES J151309.15+061229.5,4000905739993,GiC,,SIMBAD,42.0,1,2016ApJS..224....1R,"DES J151309.15+061229.5 is identified as a galaxy cluster within the RedMaPPer catalog derived from the Dark Energy Survey (DES) Science Verification data. The literature focuses on the methodology of the redMaPPer algorithm, which identifies clusters based on the red-sequence of member galaxies in photometric surveys. The object is part of a larger sample of clusters used to validate the algorithm's performance in terms of photometric redshift accuracy and mass-richness scaling relations.","The object is notable primarily as a representative member of the DES Science Verification cluster catalog, which serves as a benchmark for testing large-scale photometric cluster-finding algorithms.","The literature provides no specific details regarding the visual appearance of this individual cluster; however, its appearance in a Hubble image likely caught the model's attention due to the high density of galaxies characteristic of a galaxy cluster."
COSMOS2015 885986,4001081421282,G,,SIMBAD,42.0,1,2022ApJS..258...11W,"COSMOS2015 885986 is a source identified within the COSMOS field, a major extragalactic survey area. It is included in the COSMOS2020 catalog, which provides updated multiwavelength photometry and photometric redshifts for millions of sources using advanced extraction tools like THE FARMER. The literature does not provide specific physical characteristics or individual study details for this specific object beyond its inclusion in this large-scale photometric catalog.","This object is notable primarily as a data point within the high-precision COSMOS2020 catalog, which serves as a reference for studying galaxy evolution across cosmic time.",The literature provides no specific information regarding the visual appearance or morphology of this object.
UVISTADR1 J095915.07+014219.0,4000960391420,G,,SIMBAD,42.0,12,2022ApJ...925...34C;2022ApJS..258...11W;2022ApJ...925...34C;2018ApJS..234...21D;2013ApJS..206....8M;2013A&A...556A..55I;2013ApJS..206....8M;2013A&A...556A..55I,"UVISTADR1 J095915.07+014219.0 is a galaxy identified within the COSMOS/UltraVISTA field, a major deep-field survey area. It is included in large-scale catalogs that provide multi-wavelength photometry, photometric redshifts, and structural parameters derived from Hubble Space Telescope imaging. These catalogs are primarily used to study galaxy evolution, mass assembly, and the structural properties of galaxies across cosmic time.","This object is notable primarily as a data point within the significant UltraVISTA and COSMOS-DASH surveys, which are foundational for understanding galaxy formation and evolution out to high redshifts. It is not described as having unique individual properties in the provided literature.",The provided literature does not describe the specific visual appearance of this object; it is likely included in the dataset simply as a representative galaxy within the survey field.
COSMOS2015 630493,4001064386726,G,,SIMBAD,42.0,10,2022ApJS..258...11W;2022ApJ...925...34C;2022ApJS..258...11W;2022ApJ...925...34C;2013ApJS..206....8M;2013A&A...556A..55I;2013ApJS..206....8M;2013A&A...556A..55I,"COSMOS2015 630493 is an entry in the COSMOS2015 photometric catalog, which is part of the broader Cosmic Evolution Survey (COSMOS) field. The literature provided describes the survey methodology, including multi-wavelength photometric extraction and redshift estimation techniques used to characterize millions of sources in the field. There is no specific scientific literature discussing the individual properties or characteristics of this specific object.",This object is not individually notable in the provided literature; it is simply one of many millions of galaxies cataloged within the COSMOS survey field.,The literature provides no information regarding the visual appearance of this specific object.
[OMS2023] 4001102812560,4001144257497,G,,NED,42.0,1,2023ApJ...948...40O,"The object [OMS2023] 4001102812560 is identified as an entry in a large-scale catalog of interacting galaxies derived from the Hubble Space Telescope archives. This catalog was constructed using the Zoobot convolutional neural network to analyze Hubble Source Catalog data, specifically targeting interacting systems. The literature provides no specific individual analysis for this object beyond its inclusion in this broad, automated survey of galaxy interactions.","It is notable primarily as a candidate interacting galaxy system identified by machine learning, contributing to a significantly expanded sample size for studying galaxy mergers.","The object likely caught the model's attention due to morphological features indicative of a galaxy interaction, such as tidal tails, distorted shapes, or multiple nuclei, which are the primary criteria for inclusion in the OMS2023 catalog."
WISEA J021054.98-510004.5,4001059408795,G,,NED,42.0,1,2023ApJ...948...40O,"WISEA J021054.98-510004.5 is identified as an interacting galaxy system within a large-scale catalog derived from Hubble Space Telescope archival data. It was selected using the Zoobot convolutional neural network, which analyzed HST F814W images to identify potential mergers and interacting systems. The object is part of a broader study aimed at expanding the sample size of interacting galaxies available for evolutionary research.","This object is notable primarily for its inclusion in a massive, automated catalog of interacting galaxy systems, many of which had no prior references in major astronomical databases like NED or Simbad.","The object's high interest score is likely due to its classification by the Zoobot model as an interacting or merging galaxy, which typically manifests in Hubble imagery as distorted morphologies, tidal tails, or multiple nuclei."
